event_date,latitude,longitude,fatalities,event_type
2018-03-03,40.5565,45.6854,0,Battles
2018-03-10,40.5565,45.6854,0,Battles
2018-03-17,40.5565,45.6854,0,Battles
2018-03-24,40.5565,45.6854,0,Battles
2018-03-31,40.5565,45.6854,0,Battles
2018-04-07,40.5565,45.6854,0,Battles
2018-04-14,40.5565,45.6854,0,Battles
2018-04-21,40.5565,45.6854,0,Battles
2018-04-28,40.5565,45.6854,0,Battles
2018-05-05,40.5565,45.6854,0,Battles
2018-05-12,40.5565,45.6854,0,Battles
2018-05-19,40.5565,45.6854,0,Battles
2018-05-26,40.5565,45.6854,0,Battles
2018-06-02,40.5565,45.6854,0,Battles
2018-06-09,40.5565,45.6854,0,Battles
2018-06-16,40.5565,45.6854,0,Battles
2018-06-23,40.5565,45.6854,0,Battles
2018-06-30,40.5565,45.6854,0,Battles
2018-07-07,40.5565,45.6854,0,Battles
2018-07-14,40.5565,45.6854,0,Battles
2018-07-21,40.5565,45.6854,0,Battles
2018-07-28,40.5565,45.6854,0,Battles
2018-08-04,40.5565,45.6854,0,Battles
2018-08-11,40.5565,45.6854,0,Battles
2018-08-18,40.5565,45.6854,0,Battles
2018-08-25,40.5565,45.6854,0,Battles
2018-09-01,40.5565,45.6854,0,Battles
2018-09-08,40.5565,45.6854,0,Battles
2018-09-15,40.5565,45.6854,0,Battles
2018-09-22,40.5565,45.6854,0,Battles
2018-09-29,40.5565,45.6854,0,Battles
2018-10-06,40.5565,45.6854,0,Battles
2018-10-13,40.5565,45.6854,0,Battles
2018-10-20,40.5565,45.6854,0,Battles
2018-10-27,40.5565,45.6854,0,Battles
2018-11-03,40.5565,45.6854,0,Battles
2018-11-10,40.5565,45.6854,0,Battles
2018-11-17,40.5565,45.6854,0,Battles
2018-11-24,40.5565,45.6854,0,Battles
2018-12-01,40.5565,45.6854,0,Battles
2018-12-08,40.5565,45.6854,0,Battles
2018-12-15,40.5565,45.6854,0,Battles
2018-12-22,40.5565,45.6854,0,Battles
2018-12-29,40.5565,45.6854,0,Battles
2019-01-05,40.5565,45.6854,0,Battles
2019-01-12,40.5565,45.6854,0,Battles
2019-01-19,40.5565,45.6854,0,Battles
2019-01-26,40.5565,45.6854,0,Battles
2019-02-02,40.5565,45.6854,0,Battles
2019-02-09,40.5565,45.6854,0,Battles
2019-02-16,40.5565,45.6854,0,Battles
2019-02-23,40.5565,45.6854,0,Battles
2019-03-02,40.5565,45.6854,0,Battles
2019-03-09,40.5565,45.6854,0,Battles
2019-03-16,40.5565,45.6854,0,Battles
2019-03-23,40.5565,45.6854,0,Battles
2019-03-30,40.5565,45.6854,0,Battles
2019-04-06,40.5565,45.6854,0,Battles
2019-04-13,40.5565,45.6854,0,Battles
2019-04-20,40.5565,45.6854,0,Battles
2019-04-27,40.5565,45.6854,0,Battles
2019-05-04,40.5565,45.6854,0,Battles
2019-05-11,40.5565,45.6854,0,Battles
2019-05-18,40.5565,45.6854,0,Battles
2019-05-25,40.5565,45.6854,0,Battles
2019-06-01,40.5565,45.6854,0,Battles
2019-06-08,40.5565,45.6854,0,Battles
2019-06-15,40.5565,45.6854,0,Battles
2019-07-13,40.5565,45.6854,0,Battles
2019-07-20,40.5565,45.6854,0,Battles
2019-07-27,40.5565,45.6854,0,Battles
2019-08-03,40.5565,45.6854,0,Battles
2019-08-10,40.5565,45.6854,0,Battles
2019-08-17,40.5565,45.6854,0,Battles
2019-08-24,40.5565,45.6854,0,Battles
2019-08-31,40.5565,45.6854,0,Battles
2019-09-07,40.5565,45.6854,0,Battles
2019-09-14,40.5565,45.6854,0,Battles
2019-09-21,40.5565,45.6854,0,Battles
2019-09-28,40.5565,45.6854,0,Battles
2019-10-05,40.5565,45.6854,0,Battles
2019-10-12,40.5565,45.6854,0,Battles
2019-10-19,40.5565,45.6854,0,Battles
2019-10-26,40.5565,45.6854,0,Battles
2019-11-02,40.5565,45.6854,0,Battles
2019-11-09,40.5565,45.6854,0,Battles
2019-11-16,40.5565,45.6854,0,Battles
2019-11-23,40.5565,45.6854,0,Battles
2019-11-30,40.5565,45.6854,0,Battles
2019-12-07,40.5565,45.6854,0,Battles
2019-12-14,40.5565,45.6854,0,Battles
2019-12-21,40.5565,45.6854,0,Battles
2019-12-28,40.5565,45.6854,0,Battles
2020-01-04,40.5565,45.6854,0,Battles
2020-01-11,40.5565,45.6854,0,Battles
2020-01-18,40.5565,45.6854,0,Battles
2020-01-25,40.5565,45.6854,0,Battles
2020-02-01,40.5565,45.6854,0,Battles
2020-02-08,40.5565,45.6854,0,Battles
2020-02-15,40.5565,45.6854,0,Battles
2020-02-22,40.5565,45.6854,0,Battles
2020-02-29,40.5565,45.6854,0,Battles
2020-03-07,40.5565,45.6854,0,Battles
2020-03-14,40.5565,45.6854,0,Battles
2020-03-21,40.5565,45.6854,0,Battles
2020-03-28,40.5565,45.6854,0,Battles
2020-04-04,40.5565,45.6854,0,Battles
2020-04-11,40.5565,45.6854,0,Battles
2020-04-18,40.5565,45.6854,0,Battles
2020-04-25,40.5565,45.6854,0,Battles
2020-05-02,40.5565,45.6854,0,Battles
2020-05-09,40.5565,45.6854,0,Battles
2020-05-16,40.5565,45.6854,0,Battles
2020-05-23,40.5565,45.6854,0,Battles
2020-05-30,40.5565,45.6854,0,Battles
2020-06-06,40.5565,45.6854,0,Battles
2020-06-13,40.5565,45.6854,0,Battles
2020-06-20,40.5565,45.6854,0,Battles
2020-06-27,40.5565,45.6854,0,Battles
2020-07-04,40.5565,45.6854,0,Battles
2020-07-11,40.5565,45.6854,0,Battles
2020-07-18,40.5565,45.6854,0,Battles
2020-07-25,40.5565,45.6854,0,Battles
2020-08-01,40.5565,45.6854,0,Battles
2020-08-08,40.5565,45.6854,0,Battles
2020-08-15,40.5565,45.6854,0,Battles
2020-08-22,40.5565,45.6854,0,Battles
2020-08-29,40.5565,45.6854,0,Battles
2020-09-05,40.5565,45.6854,0,Battles
2020-09-12,40.5565,45.6854,0,Battles
2020-09-19,40.5565,45.6854,0,Battles
2021-05-22,40.5565,45.6854,0,Battles
2021-07-03,40.5565,45.6854,0,Battles
2021-07-31,40.5565,45.6854,0,Battles
2021-08-07,40.5565,45.6854,0,Battles
2021-08-14,40.5565,45.6854,0,Battles
2022-07-30,40.5565,45.6854,0,Battles
2022-08-06,40.5565,45.6854,0,Battles
2022-09-10,40.5565,45.6854,0,Battles
2022-10-08,40.5565,45.6854,0,Battles
2022-10-15,40.5565,45.6854,0,Battles
2022-12-10,40.5565,45.6854,0,Battles
2023-03-04,40.5565,45.6854,0,Battles
2023-06-03,40.5565,45.6854,0,Battles
2023-06-10,40.5565,45.6854,0,Battles
2023-06-17,40.5565,45.6854,0,Battles
2023-08-12,40.5565,45.6854,0,Battles
2023-08-19,40.5565,45.6854,0,Battles
2023-09-09,40.5565,45.6854,0,Battles
2023-09-16,40.5565,45.6854,0,Battles
2024-03-30,40.5565,45.6854,0,Battles
2024-04-06,40.5565,45.6854,0,Battles
2021-05-08,40.5565,45.6854,0,Explosions/Remote violence
2020-10-17,40.5565,45.6854,0,Explosions/Remote violence
2020-10-31,40.5565,45.6854,0,Explosions/Remote violence
2020-11-07,40.5565,45.6854,13,Explosions/Remote violence
2023-06-17,40.5565,45.6854,0,Protests
2023-06-17,40.5565,45.6854,0,Protests
2018-07-14,40.692,46.3539,4,Battles
2018-11-03,40.692,46.3539,2,Battles
2020-10-03,40.692,46.3539,1,Explosions/Remote violence
2020-10-10,40.692,46.3539,4,Explosions/Remote violence
2020-10-17,40.692,46.3539,14,Explosions/Remote violence
2018-01-20,40.692,46.3539,0,Protests
2019-10-19,40.692,46.3539,0,Protests
2021-08-07,40.692,46.3539,0,Protests
2025-02-08,40.692,46.3539,0,Protests
2019-04-20,40.692,46.3539,0,Protests
2019-07-13,40.692,46.3539,0,Protests
2018-07-07,40.692,46.3539,2,Riots
2020-10-17,40.692,46.3539,0,Strategic developments
2017-12-30,40.692,46.3539,0,Violence against civilians
2018-06-30,40.692,46.3539,0,Violence against civilians
2017-12-30,40.5726,46.7158,0,Battles
2018-01-06,40.5726,46.7158,0,Battles
2018-01-13,40.5726,46.7158,0,Battles
2018-01-20,40.5726,46.7158,0,Battles
2018-01-27,40.5726,46.7158,0,Battles
2018-02-03,40.5726,46.7158,0,Battles
2018-02-10,40.5726,46.7158,0,Battles
2018-02-17,40.5726,46.7158,0,Battles
2018-02-24,40.5726,46.7158,0,Battles
2018-03-03,40.5726,46.7158,0,Battles
2018-03-10,40.5726,46.7158,0,Battles
2018-03-17,40.5726,46.7158,0,Battles
2018-03-24,40.5726,46.7158,0,Battles
2018-03-31,40.5726,46.7158,0,Battles
2018-04-07,40.5726,46.7158,0,Battles
2018-04-14,40.5726,46.7158,1,Battles
2018-04-21,40.5726,46.7158,0,Battles
2018-04-28,40.5726,46.7158,0,Battles
2018-05-05,40.5726,46.7158,0,Battles
2018-05-12,40.5726,46.7158,0,Battles
2018-05-19,40.5726,46.7158,0,Battles
2018-05-26,40.5726,46.7158,0,Battles
2018-06-02,40.5726,46.7158,0,Battles
2018-06-09,40.5726,46.7158,0,Battles
2018-06-16,40.5726,46.7158,0,Battles
2018-06-23,40.5726,46.7158,0,Battles
2018-06-30,40.5726,46.7158,0,Battles
2018-07-07,40.5726,46.7158,0,Battles
2018-07-14,40.5726,46.7158,0,Battles
2018-07-21,40.5726,46.7158,0,Battles
2018-07-28,40.5726,46.7158,0,Battles
2018-08-04,40.5726,46.7158,0,Battles
2018-08-11,40.5726,46.7158,0,Battles
2018-08-18,40.5726,46.7158,0,Battles
2018-08-25,40.5726,46.7158,0,Battles
2018-09-01,40.5726,46.7158,0,Battles
2018-09-08,40.5726,46.7158,0,Battles
2018-09-15,40.5726,46.7158,0,Battles
2018-09-22,40.5726,46.7158,0,Battles
2018-09-29,40.5726,46.7158,0,Battles
2018-10-06,40.5726,46.7158,0,Battles
2018-10-13,40.5726,46.7158,0,Battles
2018-10-20,40.5726,46.7158,0,Battles
2018-10-27,40.5726,46.7158,0,Battles
2018-11-03,40.5726,46.7158,0,Battles
2018-11-10,40.5726,46.7158,0,Battles
2018-11-17,40.5726,46.7158,0,Battles
2018-11-24,40.5726,46.7158,0,Battles
2018-12-01,40.5726,46.7158,0,Battles
2018-12-08,40.5726,46.7158,0,Battles
2018-12-15,40.5726,46.7158,0,Battles
2018-12-22,40.5726,46.7158,0,Battles
2018-12-29,40.5726,46.7158,0,Battles
2019-01-05,40.5726,46.7158,0,Battles
2019-01-12,40.5726,46.7158,0,Battles
2019-01-19,40.5726,46.7158,0,Battles
2019-01-26,40.5726,46.7158,0,Battles
2019-02-02,40.5726,46.7158,0,Battles
2019-02-09,40.5726,46.7158,0,Battles
2019-02-16,40.5726,46.7158,0,Battles
2019-02-23,40.5726,46.7158,0,Battles
2019-03-02,40.5726,46.7158,0,Battles
2019-03-09,40.5726,46.7158,0,Battles
2019-03-16,40.5726,46.7158,0,Battles
2019-03-23,40.5726,46.7158,0,Battles
2019-03-30,40.5726,46.7158,0,Battles
2019-04-06,40.5726,46.7158,0,Battles
2019-04-13,40.5726,46.7158,0,Battles
2019-04-20,40.5726,46.7158,0,Battles
2019-04-27,40.5726,46.7158,0,Battles
2019-05-04,40.5726,46.7158,0,Battles
2019-05-11,40.5726,46.7158,0,Battles
2019-05-18,40.5726,46.7158,0,Battles
2019-05-25,40.5726,46.7158,0,Battles
2019-06-01,40.5726,46.7158,0,Battles
2019-06-08,40.5726,46.7158,0,Battles
2019-06-15,40.5726,46.7158,0,Battles
2019-06-22,40.5726,46.7158,0,Battles
2019-07-13,40.5726,46.7158,0,Battles
2019-07-20,40.5726,46.7158,0,Battles
2019-07-27,40.5726,46.7158,0,Battles
2019-08-03,40.5726,46.7158,0,Battles
2019-08-10,40.5726,46.7158,0,Battles
2019-08-17,40.5726,46.7158,0,Battles
2019-08-24,40.5726,46.7158,0,Battles
2019-08-31,40.5726,46.7158,0,Battles
2019-09-07,40.5726,46.7158,0,Battles
2019-09-14,40.5726,46.7158,0,Battles
2019-09-21,40.5726,46.7158,0,Battles
2019-09-28,40.5726,46.7158,0,Battles
2019-10-05,40.5726,46.7158,0,Battles
2019-10-12,40.5726,46.7158,0,Battles
2019-10-19,40.5726,46.7158,0,Battles
2019-10-26,40.5726,46.7158,0,Battles
2019-11-02,40.5726,46.7158,0,Battles
2019-11-09,40.5726,46.7158,0,Battles
2019-11-16,40.5726,46.7158,0,Battles
2019-11-23,40.5726,46.7158,0,Battles
2019-11-30,40.5726,46.7158,0,Battles
2019-12-07,40.5726,46.7158,0,Battles
2019-12-14,40.5726,46.7158,0,Battles
2019-12-21,40.5726,46.7158,0,Battles
2019-12-28,40.5726,46.7158,0,Battles
2020-01-04,40.5726,46.7158,0,Battles
2020-01-11,40.5726,46.7158,0,Battles
2020-01-18,40.5726,46.7158,0,Battles
2020-01-25,40.5726,46.7158,0,Battles
2020-02-01,40.5726,46.7158,0,Battles
2020-02-08,40.5726,46.7158,0,Battles
2020-02-15,40.5726,46.7158,0,Battles
2020-02-22,40.5726,46.7158,0,Battles
2020-02-29,40.5726,46.7158,0,Battles
2020-03-07,40.5726,46.7158,0,Battles
2020-03-14,40.5726,46.7158,0,Battles
2020-03-21,40.5726,46.7158,0,Battles
2020-03-28,40.5726,46.7158,0,Battles
2020-04-04,40.5726,46.7158,0,Battles
2020-04-11,40.5726,46.7158,0,Battles
2020-04-18,40.5726,46.7158,0,Battles
2020-04-25,40.5726,46.7158,0,Battles
2020-05-02,40.5726,46.7158,0,Battles
2020-05-09,40.5726,46.7158,0,Battles
2020-05-16,40.5726,46.7158,0,Battles
2020-05-23,40.5726,46.7158,0,Battles
2020-05-30,40.5726,46.7158,0,Battles
2020-06-06,40.5726,46.7158,0,Battles
2020-06-13,40.5726,46.7158,0,Battles
2020-06-20,40.5726,46.7158,0,Battles
2020-06-27,40.5726,46.7158,0,Battles
2020-07-04,40.5726,46.7158,0,Battles
2020-07-11,40.5726,46.7158,0,Battles
2020-07-18,40.5726,46.7158,0,Battles
2020-07-25,40.5726,46.7158,0,Battles
2020-08-01,40.5726,46.7158,0,Battles
2020-08-08,40.5726,46.7158,0,Battles
2020-08-15,40.5726,46.7158,0,Battles
2020-08-22,40.5726,46.7158,0,Battles
2020-08-29,40.5726,46.7158,0,Battles
2020-09-05,40.5726,46.7158,0,Battles
2020-09-12,40.5726,46.7158,0,Battles
2020-09-19,40.5726,46.7158,0,Battles
2022-03-05,40.5726,46.7158,0,Battles
2022-08-06,40.5726,46.7158,0,Battles
2018-03-24,40.5726,46.7158,1,Explosions/Remote violence
2022-01-15,40.5726,46.7158,0,Explosions/Remote violence
2024-11-09,40.5726,46.7158,0,Explosions/Remote violence
2025-05-31,40.5726,46.7158,0,Explosions/Remote violence
2020-09-26,40.5726,46.7158,0,Explosions/Remote violence
2020-10-03,40.5726,46.7158,4,Explosions/Remote violence
2020-10-10,40.5726,46.7158,3,Explosions/Remote violence
2020-10-17,40.5726,46.7158,0,Explosions/Remote violence
2020-10-24,40.5726,46.7158,0,Explosions/Remote violence
2020-10-31,40.5726,46.7158,0,Explosions/Remote violence
2020-04-25,40.5726,46.7158,0,Protests
2020-10-17,40.5726,46.7158,0,Strategic developments
2020-08-08,40.5773,47.8556,0,Protests
2021-08-07,40.5773,47.8556,0,Protests
2020-09-12,40.5773,47.8556,0,Protests
2017-12-30,40.5538,46.364,0,Battles
2018-01-06,40.5538,46.364,0,Battles
2018-01-13,40.5538,46.364,0,Battles
2018-01-20,40.5538,46.364,0,Battles
2018-02-10,40.5538,46.364,0,Battles
2018-03-03,40.5538,46.364,0,Battles
2018-03-10,40.5538,46.364,0,Battles
2018-03-17,40.5538,46.364,0,Battles
2018-05-05,40.5538,46.364,0,Battles
2018-05-19,40.5538,46.364,0,Battles
2018-06-02,40.5538,46.364,0,Battles
2018-06-09,40.5538,46.364,0,Battles
2018-06-30,40.5538,46.364,0,Battles
2018-07-07,40.5538,46.364,0,Battles
2018-07-21,40.5538,46.364,0,Battles
2018-08-04,40.5538,46.364,0,Battles
2018-08-11,40.5538,46.364,0,Battles
2018-08-18,40.5538,46.364,0,Battles
2018-08-25,40.5538,46.364,0,Battles
2018-09-01,40.5538,46.364,0,Battles
2018-09-08,40.5538,46.364,0,Battles
2018-09-22,40.5538,46.364,0,Battles
2018-10-13,40.5538,46.364,0,Battles
2018-10-27,40.5538,46.364,0,Battles
2019-04-13,40.5538,46.364,0,Battles
2019-04-20,40.5538,46.364,0,Battles
2019-05-11,40.5538,46.364,0,Battles
2019-05-18,40.5538,46.364,0,Battles
2019-06-01,40.5538,46.364,0,Battles
2019-08-03,40.5538,46.364,0,Battles
2019-09-28,40.5538,46.364,0,Battles
2021-07-10,40.5538,46.364,1,Explosions/Remote violence
2020-10-03,40.5538,46.364,0,Explosions/Remote violence
2020-10-17,40.5538,46.364,13,Explosions/Remote violence
2024-09-07,39.8775,48.0106,0,Protests
2018-01-06,39.3474,46.9337,0,Battles
2018-01-20,39.3474,46.9337,0,Battles
2018-02-03,39.3474,46.9337,0,Battles
2018-02-10,39.3474,46.9337,0,Battles
2018-02-17,39.3474,46.9337,0,Battles
2018-04-07,39.3474,46.9337,0,Battles
2018-05-26,39.3474,46.9337,0,Battles
2018-06-02,39.3474,46.9337,0,Battles
2018-06-16,39.3474,46.9337,0,Battles
2018-08-11,39.3474,46.9337,0,Battles
2018-10-13,39.3474,46.9337,0,Battles
2019-01-05,39.3474,46.9337,0,Battles
2019-03-02,39.3474,46.9337,0,Battles
2019-03-09,39.3474,46.9337,0,Battles
2019-04-06,39.3474,46.9337,0,Battles
2019-04-27,39.3474,46.9337,0,Battles
2019-11-02,39.3474,46.9337,0,Battles
2020-01-04,39.3474,46.9337,0,Battles
2020-02-08,39.3474,46.9337,0,Battles
2020-02-22,39.3474,46.9337,0,Battles
2020-04-25,39.3474,46.9337,0,Battles
2020-05-02,39.3474,46.9337,0,Battles
2020-05-09,39.3474,46.9337,0,Battles
2020-05-23,39.3474,46.9337,0,Battles
2020-09-26,39.3474,46.9337,28,Battles
2020-10-03,39.3474,46.9337,78,Battles
2020-10-10,39.3474,46.9337,91,Battles
2020-10-17,39.3474,46.9337,104,Battles
2020-10-24,39.3474,46.9337,26,Battles
2020-10-31,39.3474,46.9337,52,Battles
2020-09-26,39.3474,46.9337,14,Battles
2020-10-03,39.3474,46.9337,260,Battles
2020-10-17,39.3474,46.9337,247,Battles
2020-10-24,39.3474,46.9337,104,Battles
2020-10-31,39.3474,46.9337,65,Battles
2020-11-07,39.3474,46.9337,40,Battles
2020-10-31,39.3474,46.9337,0,Explosions/Remote violence
2021-01-16,39.3474,46.9337,0,Explosions/Remote violence
2021-02-20,39.3474,46.9337,0,Explosions/Remote violence
2021-04-10,39.3474,46.9337,0,Explosions/Remote violence
2021-07-24,39.3474,46.9337,0,Explosions/Remote violence
2021-11-06,39.3474,46.9337,0,Explosions/Remote violence
2021-11-27,39.3474,46.9337,0,Explosions/Remote violence
2022-06-11,39.3474,46.9337,0,Explosions/Remote violence
2022-06-18,39.3474,46.9337,0,Explosions/Remote violence
2022-07-09,39.3474,46.9337,0,Explosions/Remote violence
2022-10-29,39.3474,46.9337,0,Explosions/Remote violence
2023-08-19,39.3474,46.9337,0,Explosions/Remote violence
2024-06-15,39.3474,46.9337,1,Explosions/Remote violence
2025-04-05,39.3474,46.9337,1,Explosions/Remote violence
2026-01-03,39.3474,46.9337,0,Explosions/Remote violence
2020-10-03,39.3474,46.9337,0,Strategic developments
2021-03-20,39.3474,46.9337,0,Strategic developments
2018-06-16,39.245,48.4349,0,Battles
2018-11-24,39.245,48.4349,0,Battles
2023-07-15,39.1463,45.6783,0,Battles
2023-09-02,39.1463,45.6783,0,Battles
2024-08-17,39.1463,45.6783,0,Battles
2024-09-21,39.1463,45.6783,0,Battles
2018-01-27,40.0625,46.3451,0,Battles
2018-03-17,40.0625,46.3451,0,Battles
2018-03-24,40.0625,46.3451,0,Battles
2018-04-21,40.0625,46.3451,0,Battles
2018-05-19,40.0625,46.3451,0,Battles
2018-06-23,40.0625,46.3451,0,Battles
2018-08-11,40.0625,46.3451,0,Battles
2018-08-18,40.0625,46.3451,0,Battles
2018-09-08,40.0625,46.3451,0,Battles
2018-09-15,40.0625,46.3451,0,Battles
2018-11-24,40.0625,46.3451,0,Battles
2019-01-26,40.0625,46.3451,0,Battles
2019-04-27,40.0625,46.3451,0,Battles
2019-05-04,40.0625,46.3451,0,Battles
2019-05-18,40.0625,46.3451,0,Battles
2019-06-01,40.0625,46.3451,0,Battles
2019-08-17,40.0625,46.3451,0,Battles
2019-10-19,40.0625,46.3451,0,Battles
2019-10-26,40.0625,46.3451,0,Battles
2019-11-16,40.0625,46.3451,0,Battles
2019-11-23,40.0625,46.3451,0,Battles
2020-01-25,40.0625,46.3451,0,Battles
2020-02-01,40.0625,46.3451,0,Battles
2020-06-20,40.0625,46.3451,0,Battles
2020-07-18,40.0625,46.3451,0,Battles
2020-08-01,40.0625,46.3451,0,Battles
2020-10-31,40.0625,46.3451,26,Battles
2021-05-22,40.0625,46.3451,0,Battles
2021-05-29,40.0625,46.3451,0,Battles
2021-06-05,40.0625,46.3451,0,Battles
2021-06-26,40.0625,46.3451,0,Battles
2021-07-10,40.0625,46.3451,0,Battles
2021-07-24,40.0625,46.3451,0,Battles
2021-07-31,40.0625,46.3451,0,Battles
2021-08-07,40.0625,46.3451,0,Battles
2021-08-14,40.0625,46.3451,0,Battles
2021-08-21,40.0625,46.3451,0,Battles
2021-10-09,40.0625,46.3451,0,Battles
2021-11-06,40.0625,46.3451,0,Battles
2021-11-13,40.0625,46.3451,0,Battles
2021-12-04,40.0625,46.3451,1,Battles
2022-01-08,40.0625,46.3451,0,Battles
2022-02-05,40.0625,46.3451,0,Battles
2022-02-12,40.0625,46.3451,0,Battles
2022-02-19,40.0625,46.3451,0,Battles
2022-03-05,40.0625,46.3451,0,Battles
2022-04-30,40.0625,46.3451,0,Battles
2022-05-07,40.0625,46.3451,0,Battles
2022-05-14,40.0625,46.3451,0,Battles
2022-05-21,40.0625,46.3451,0,Battles
2022-05-28,40.0625,46.3451,0,Battles
2022-06-11,40.0625,46.3451,0,Battles
2022-06-18,40.0625,46.3451,0,Battles
2022-07-02,40.0625,46.3451,0,Battles
2022-07-09,40.0625,46.3451,0,Battles
2022-07-16,40.0625,46.3451,0,Battles
2022-07-30,40.0625,46.3451,0,Battles
2022-08-06,40.0625,46.3451,0,Battles
2022-08-27,40.0625,46.3451,0,Battles
2022-09-03,40.0625,46.3451,0,Battles
2022-09-10,40.0625,46.3451,5,Battles
2022-09-17,40.0625,46.3451,0,Battles
2022-10-01,40.0625,46.3451,0,Battles
2022-10-08,40.0625,46.3451,0,Battles
2022-10-15,40.0625,46.3451,0,Battles
2022-10-22,40.0625,46.3451,0,Battles
2022-10-29,40.0625,46.3451,0,Battles
2022-11-05,40.0625,46.3451,0,Battles
2022-11-12,40.0625,46.3451,0,Battles
2022-11-19,40.0625,46.3451,0,Battles
2022-11-26,40.0625,46.3451,0,Battles
2022-12-03,40.0625,46.3451,0,Battles
2022-12-10,40.0625,46.3451,0,Battles
2022-12-17,40.0625,46.3451,0,Battles
2022-12-24,40.0625,46.3451,0,Battles
2023-02-18,40.0625,46.3451,0,Battles
2023-03-04,40.0625,46.3451,0,Battles
2023-03-11,40.0625,46.3451,0,Battles
2023-05-06,40.0625,46.3451,0,Battles
2023-05-13,40.0625,46.3451,0,Battles
2023-05-27,40.0625,46.3451,0,Battles
2023-06-03,40.0625,46.3451,0,Battles
2023-06-10,40.0625,46.3451,0,Battles
2023-06-17,40.0625,46.3451,0,Battles
2023-06-24,40.0625,46.3451,0,Battles
2023-07-08,40.0625,46.3451,0,Battles
2023-07-15,40.0625,46.3451,0,Battles
2023-08-05,40.0625,46.3451,0,Battles
2023-08-12,40.0625,46.3451,0,Battles
2023-08-19,40.0625,46.3451,0,Battles
2023-08-26,40.0625,46.3451,0,Battles
2023-09-02,40.0625,46.3451,0,Battles
2023-09-09,40.0625,46.3451,0,Battles
2023-09-16,40.0625,46.3451,26,Battles
2023-09-30,40.0625,46.3451,1,Battles
2024-02-17,40.0625,46.3451,0,Battles
2024-02-24,40.0625,46.3451,0,Battles
2024-03-30,40.0625,46.3451,0,Battles
2024-04-06,40.0625,46.3451,0,Battles
2024-06-15,40.0625,46.3451,0,Battles
2024-06-22,40.0625,46.3451,0,Battles
2024-07-20,40.0625,46.3451,0,Battles
2024-08-17,40.0625,46.3451,0,Battles
2024-08-31,40.0625,46.3451,0,Battles
2023-09-16,40.0625,46.3451,130,Battles
2022-07-30,40.0625,46.3451,1,Explosions/Remote violence
2023-09-30,40.0625,46.3451,0,Explosions/Remote violence
2018-03-24,40.0625,46.3451,3,Explosions/Remote violence
2021-05-22,40.0625,46.3451,0,Explosions/Remote violence
2021-05-29,40.0625,46.3451,3,Explosions/Remote violence
2021-07-24,40.0625,46.3451,2,Explosions/Remote violence
2022-01-01,40.0625,46.3451,0,Explosions/Remote violence
2022-07-23,40.0625,46.3451,0,Explosions/Remote violence
2022-07-30,40.0625,46.3451,1,Explosions/Remote violence
2022-11-05,40.0625,46.3451,0,Explosions/Remote violence
2022-12-10,40.0625,46.3451,1,Explosions/Remote violence
2023-03-04,40.0625,46.3451,1,Explosions/Remote violence
2023-07-08,40.0625,46.3451,0,Explosions/Remote violence
2023-09-30,40.0625,46.3451,0,Explosions/Remote violence
2024-05-25,40.0625,46.3451,0,Explosions/Remote violence
2024-07-13,40.0625,46.3451,0,Explosions/Remote violence
2025-05-24,40.0625,46.3451,0,Explosions/Remote violence
2025-05-31,40.0625,46.3451,0,Explosions/Remote violence
2025-08-02,40.0625,46.3451,0,Explosions/Remote violence
2025-11-15,40.0625,46.3451,0,Explosions/Remote violence
2019-07-27,40.0625,46.3451,0,Explosions/Remote violence
2020-09-26,40.0625,46.3451,1,Explosions/Remote violence
2020-10-10,40.0625,46.3451,0,Explosions/Remote violence
2022-06-25,40.0625,46.3451,0,Explosions/Remote violence
2022-09-10,40.0625,46.3451,20,Explosions/Remote violence
2022-09-17,40.0625,46.3451,0,Explosions/Remote violence
2023-06-24,40.0625,46.3451,0,Explosions/Remote violence
2023-09-02,40.0625,46.3451,0,Explosions/Remote violence
2023-09-16,40.0625,46.3451,0,Explosions/Remote violence
2021-01-16,40.0625,46.3451,0,Protests
2022-04-30,40.0625,46.3451,0,Protests
2023-09-02,40.0625,46.3451,0,Strategic developments
2023-09-16,40.0625,46.3451,0,Strategic developments
2023-09-23,40.0625,46.3451,0,Strategic developments
2023-10-07,40.0625,46.3451,0,Strategic developments
2023-09-23,40.0625,46.3451,0,Strategic developments
2024-01-13,40.0625,46.3451,0,Strategic developments
2024-02-10,40.0625,46.3451,0,Strategic developments
2024-02-17,40.0625,46.3451,0,Strategic developments
2024-03-09,40.0625,46.3451,0,Strategic developments
2024-03-16,40.0625,46.3451,0,Strategic developments
2025-02-01,40.0625,46.3451,0,Strategic developments
2025-03-01,40.0625,46.3451,0,Strategic developments
2025-05-03,40.0625,46.3451,0,Strategic developments
2025-08-16,40.0625,46.3451,0,Strategic developments
2020-11-21,40.0625,46.3451,0,Strategic developments
2020-11-07,40.0625,46.3451,0,Strategic developments
2023-09-16,40.0625,46.3451,0,Strategic developments
2023-10-21,40.0625,46.3451,0,Strategic developments
2024-01-20,40.0625,46.3451,0,Strategic developments
2022-12-03,40.0625,46.3451,0,Violence against civilians
2023-06-10,40.0625,46.3451,0,Violence against civilians
2023-07-08,40.0625,46.3451,0,Violence against civilians
2023-09-16,40.0625,46.3451,1,Violence against civilians
2018-03-03,41.5928,48.7502,2,Battles
2018-08-25,41.5928,48.7502,1,Battles
